Date,Adj Close,Close,High,Low,Open,Volume
2024-01-02,138.42355346679688,139.55999755859375,140.61500549316406,137.74000549316406,139.60000610351562,20071900.0
2024-01-03,139.21701049804688,140.36000061035156,141.08999633789062,138.42999267578125,138.60000610351562,18974300.0
2024-01-04,136.9159393310547,138.0399932861328,140.63499450683594,138.00999450683594,139.85000610351562,18253300.0
2024-01-05,136.27122497558594,137.38999938964844,138.80999755859375,136.85000610351562,138.3520050048828,15439500.0
2024-01-08,139.3856658935547,140.52999877929688,140.63999938964844,137.8800048828125,138.0,17645300.0
2024-01-09,141.39910888671875,142.55999755859375,142.8000030517578,139.7899932861328,140.05999755859375,19579700.0
2024-01-10,142.62904357910156,143.8000030517578,144.52499389648438,142.4600067138672,142.52000427246094,16641900.0
2024-01-11,142.5000762939453,143.6699981689453,146.66000366210938,142.21499633789062,144.89500427246094,17471100.0
2024-01-12,143.06544494628906,144.24000549316406,144.74000549316406,143.36000061035156,144.33999633789062,13998700.0
2024-01-16,142.90675354003906,144.0800018310547,145.83999633789062,143.05599975585938,143.42999267578125,19198900.0
2024-01-17,141.7264404296875,142.88999938964844,143.41000366210938,140.50999450683594,142.91000366210938,17884500.0
2024-01-18,143.80935668945312,144.99000549316406,145.5850067138672,143.35000610351562,143.44000244140625,18876800.0
2024-01-19,146.76507568359375,147.97000122070312,148.0399932861328,145.8000030517578,146.30499267578125,27181000.0
2024-01-22,146.5072021484375,147.7100067138672,150.01499938964844,147.5800018310547,148.7100067138672,21829200.0
2024-01-23,147.4692840576172,148.67999267578125,148.86000061035156,147.19000244140625,147.72000122070312,14113600.0
2024-01-24,149.1256866455078,150.35000610351562,151.57000732421875,149.83999633789062,150.2899932861328,19245000.0
2024-01-25,152.388916015625,153.63999938964844,154.75999450683594,151.22000122070312,151.74000549316406,21495100.0
2024-01-26,152.5376739501953,153.7899932861328,154.11000061035156,152.8000030517578,152.8699951171875,19494500.0
2024-01-29,153.57913208007812,154.83999633789062,155.1999969482422,152.9199981689453,153.63999938964844,20909300.0
2024-01-30,151.8037109375,153.0500030517578,155.0399932861328,152.77499389648438,154.00999450683594,26578900.0
2024-01-31,140.64532470703125,141.8000030517578,145.58999633789062,141.5500030517578,145.38999938964844,43908600.0
