Date,Adj Close,Close,High,Low,Open,Volume
2024-01-02,76.62700653076172,83.18000030517578,83.33999633789062,80.80999755859375,81.0,3429100.0
2024-01-03,76.81123352050781,83.37999725341797,83.72000122070312,82.86000061035156,83.62999725341797,2915600.0
2024-01-04,76.8204574584961,83.38999938964844,83.9800033569336,83.05999755859375,83.33000183105469,3155500.0
2024-01-05,77.44688415527344,84.06999969482422,84.54000091552734,82.9800033569336,83.12999725341797,2463900.0
2024-01-08,77.85221862792969,84.51000213623047,84.55999755859375,83.62000274658203,83.7699966430664,2471800.0
2024-01-09,77.50216674804688,84.12999725341797,84.48999786376953,83.66999816894531,84.0199966430664,2922800.0
2024-01-10,76.03742218017578,82.54000091552734,83.95999908447266,82.48999786376953,83.87000274658203,3053400.0
2024-01-11,74.06600952148438,80.4000015258789,81.72000122070312,79.91999816894531,81.38999938964844,3574600.0
2024-01-12,75.07015228271484,81.48999786376953,81.75,80.58000183105469,80.86000061035156,4672800.0
2024-01-16,74.60033416748047,80.9800033569336,81.52999877929688,80.66999816894531,81.0,6900500.0
2024-01-17,73.44880676269531,79.7300033569336,81.08999633789062,79.08999633789062,80.63999938964844,4394900.0
2024-01-18,72.0393295288086,78.19999694824219,79.5,77.95999908447266,79.25,6144800.0
2024-01-19,71.5787353515625,77.69999694824219,78.48999786376953,77.04000091552734,78.23999786376953,4301600.0
2024-01-22,71.17340087890625,77.26000213623047,78.23999786376953,76.69999694824219,77.52999877929688,2971000.0
2024-01-23,71.9564208984375,78.11000061035156,78.25,77.01000213623047,77.37999725341797,3808500.0
2024-01-24,70.9246597290039,76.98999786376953,78.94000244140625,76.81999969482422,78.69999694824219,5085800.0
2024-01-25,71.93799591064453,78.08999633789062,78.27999877929688,77.04000091552734,78.04000091552734,3183600.0
2024-01-26,71.70769500732422,77.83999633789062,78.69999694824219,77.61000061035156,78.08999633789062,2446800.0
2024-01-29,72.20514678955078,78.37999725341797,78.5999984741211,77.16000366210938,77.8499984741211,2307200.0
2024-01-30,72.26044464111328,78.44000244140625,78.93000030517578,77.5199966430664,78.01000213623047,2514100.0
2024-01-31,71.98405456542969,78.13999938964844,79.91999816894531,77.55000305175781,79.08999633789062,3642000.0
2024-02-01,73.41194915771484,79.69000244140625,79.73999786376953,77.58000183105469,78.01000213623047,2762500.0
2024-02-02,72.43545532226562,78.62999725341797,79.31999969482422,77.77999877929688,78.94000244140625,2947000.0
2024-02-05,70.74962615966797,76.80000305175781,77.94000244140625,76.73999786376953,77.9000015258789,2819400.0
2024-02-06,71.14575958251953,77.2300033569336,77.47000122070312,76.41000366210938,76.76000213623047,3208300.0
2024-02-07,71.2378921508789,77.33000183105469,77.69999694824219,76.7699966430664,77.54000091552734,3087100.0
2024-02-08,70.76264190673828,75.94000244140625,76.30000305175781,75.22000122070312,76.12000274658203,3293500.0
2024-02-09,71.43355560302734,76.66000366210938,76.7300033569336,75.55999755859375,75.7300033569336,2710300.0
2024-02-12,72.3001480102539,77.58999633789062,77.72000122070312,76.30999755859375,76.56999969482422,2507000.0
2024-02-13,73.40901947021484,78.77999877929688,79.54000091552734,77.51000213623047,79.33999633789062,7370200.0
2024-02-14,73.42765045166016,78.80000305175781,79.12999725341797,78.06999969482422,78.8499984741211,3365100.0
2024-02-15,75.81312561035156,81.36000061035156,81.66999816894531,79.0199966430664,79.05999755859375,6648500.0
2024-02-16,75.8038101196289,81.3499984741211,81.98999786376953,80.68000030517578,81.2699966430664,6292700.0
2024-02-20,75.3658447265625,80.87999725341797,82.2699966430664,80.73999786376953,81.58999633789062,4043200.0
2024-02-21,76.93132019042969,82.55999755859375,82.62000274658203,81.2300033569336,81.58999633789062,4162600.0
2024-02-22,76.40950012207031,82.0,82.51000213623047,81.44000244140625,82.05000305175781,4129900.0
2024-02-23,76.82881164550781,82.44999694824219,82.91000366210938,81.72000122070312,82.0,2765900.0
2024-02-26,75.26334381103516,80.7699966430664,82.30999755859375,80.75,82.18000030517578,4705300.0
2024-02-27,78.33836364746094,84.06999969482422,84.16000366210938,81.51000213623047,83.58999633789062,7562500.0
2024-02-28,77.63949584960938,83.31999969482422,83.75,82.56999969482422,83.08999633789062,6342100.0
2024-02-29,79.38200378417969,85.19000244140625,85.22000122070312,83.58000183105469,84.0,10228500.0
2024-03-01,79.19563293457031,84.98999786376953,85.19999694824219,83.02999877929688,85.19999694824219,9446200.0
2024-03-04,79.15836334228516,84.94999694824219,85.44000244140625,84.37999725341797,84.62000274658203,4358300.0
2024-03-05,78.31974029541016,84.05000305175781,86.1500015258789,83.97000122070312,85.5,4356500.0
2024-03-06,78.1985855102539,83.91999816894531,85.02999877929688,83.86000061035156,84.75,4095800.0
2024-03-07,78.36632537841797,84.0999984741211,85.0999984741211,84.05999755859375,84.76000213623047,3554400.0
2024-03-08,78.1240463256836,83.83999633789062,84.56999969482422,83.19999694824219,83.5999984741211,4567800.0
2024-03-11,78.02154541015625,83.7300033569336,84.43000030517578,82.93000030517578,83.26000213623047,5094100.0
2024-03-12,77.70472717285156,83.38999938964844,83.88999938964844,82.52999877929688,83.20999908447266,2893600.0
2024-03-13,77.34131622314453,83.0,84.30999755859375,82.76000213623047,83.58000183105469,2997600.0
2024-03-14,76.27903747558594,81.86000061035156,82.9000015258789,81.12000274658203,82.62000274658203,3828700.0
2024-03-15,76.51200103759766,82.11000061035156,82.72000122070312,81.73999786376953,81.95999908447266,6055700.0
2024-03-18,76.55858612060547,82.16000366210938,83.1500015258789,81.81999969482422,82.0,4885700.0
2024-03-19,77.63949584960938,83.31999969482422,83.5199966430664,81.91999816894531,82.12000274658203,4138100.0
2024-03-20,77.2015380859375,82.8499984741211,84.02999877929688,82.58999633789062,83.0,5122600.0
2024-03-21,77.43449401855469,83.0999984741211,83.69000244140625,82.8499984741211,82.94999694824219,3108800.0
