ticker,has_signal_today,last_date,most_recent_signal_date,signals_in_lookback,relative_strength,rank
JBL,True,2026-05-22,2026-05-22,5,28.800296211466314,1
NUE,True,2026-05-22,2026-05-22,1,22.466900631858877,2
WST,True,2026-05-22,2026-05-22,16,15.71281374630562,3
STLD,True,2026-05-22,2026-05-22,7,15.588691437878799,4
EQIX,True,2026-05-22,2026-05-22,7,2.136347993057486,5
NI,True,2026-05-22,2026-05-22,9,-7.532676612264222,6
REG,True,2026-05-22,2026-05-22,4,-8.89800199686549,7
PSA,True,2026-05-22,2026-05-22,3,-9.284926268370175,8
MTB,True,2026-05-22,2026-05-22,10,-10.446780641782249,9
XEL,True,2026-05-22,2026-05-22,11,-11.430588991389767,10
VICI,True,2026-05-22,2026-05-22,6,-14.355840215201077,11
