ticker,has_signal_today,last_date,most_recent_signal_date,signals_in_lookback,relative_strength,rank
CCEP,True,2026-08-25,2026-08-25,6,21.505814469258723,1
CTAS,True,2026-08-25,2026-08-25,5,17.455234597367266,2
EG,True,2026-08-25,2026-08-25,5,14.589910288072549,3
AWK,True,2026-08-25,2026-08-25,10,12.6253668286056,4
KMB,True,2026-08-25,2026-08-25,4,12.371940000262803,5
ACGL,True,2026-08-25,2026-08-25,2,12.348207931944533,6
PM,True,2026-08-25,2026-08-25,5,11.34161055616274,7
KVUE,True,2026-08-25,2026-08-25,7,10.440498129378394,8
LYV,True,2026-08-25,2026-08-25,9,8.603057064860241,9
CHD,True,2026-08-25,2026-08-25,6,6.646439532902737,10
ULTA,True,2026-08-25,2026-08-25,7,6.307184437892688,11
VRSN,True,2026-08-25,2026-08-25,7,-1.929152332524453,12
