ticker,has_signal_today,last_date,most_recent_signal_date,signals_in_lookback,relative_strength,rank
INCY,True,2026-08-05,2026-08-05,10,15.293695983448696,1
FITB,True,2026-08-05,2026-08-05,5,14.272534091819168,2
CSX,True,2026-08-05,2026-08-05,7,10.135992935630146,3
UNP,True,2026-08-05,2026-08-05,5,8.099107390787829,4
POOL,True,2026-08-05,2026-08-05,4,7.706754729701726,5
AXP,True,2026-08-05,2026-08-05,7,7.616986901830236,6
XYL,True,2026-08-05,2026-08-05,4,5.027615453523682,7
KEY,True,2026-08-05,2026-08-05,9,4.228719139776449,8
AIG,True,2026-08-05,2026-08-05,7,1.2137278700663279,9
BIIB,True,2026-08-05,2026-08-05,9,0.26077950856777665,10
OTIS,True,2026-08-05,2026-08-05,6,-5.340388538976781,11
